sample,x,y,method,annotation_label
1095,3.07223972437286,26.1073952297434,SSNMDI,naive.cytotoxic
1096,21.3208521133064,47.6785890761837,SSNMDI,naive.cytotoxic
1097,3.78104558220893,49.2781070999821,SSNMDI,naive.cytotoxic
1098,19.8539544708528,25.9148890553337,SSNMDI,naive.cytotoxic
1099,1.97210152529491,24.2580123865479,SSNMDI,naive.cytotoxic
1100,25.4005315611655,29.4818535196841,SSNMDI,naive.cytotoxic
1101,-0.459372060621667,49.8404953210977,SSNMDI,naive.cytotoxic
1102,16.8641470690956,25.2866088074872,SSNMDI,naive.cytotoxic
1103,5.30518873018383,33.5984740923014,SSNMDI,naive.cytotoxic
1104,17.206113139081,43.2562730094194,SSNMDI,naive.cytotoxic
1105,26.0549837018322,34.3199871433415,SSNMDI,naive.cytotoxic
1106,-1.54301738749706,48.2162037822102,SSNMDI,naive.cytotoxic
1107,11.5058882050082,30.8809229292439,SSNMDI,naive.cytotoxic
1108,15.1669425163405,29.5151444924721,SSNMDI,naive.cytotoxic
1109,2.45642127741187,49.947540771913,SSNMDI,naive.cytotoxic
1110,-0.25332838580486,35.0407550832079,SSNMDI,naive.cytotoxic
1111,10.7610858485137,43.0386734960953,SSNMDI,naive.cytotoxic
1112,0.999893362557057,37.5358255660891,SSNMDI,naive.cytotoxic
1113,1.72179072140434,45.9358764512849,SSNMDI,naive.cytotoxic
1114,2.2112726069212,50.5238711128999,SSNMDI,naive.cytotoxic
1115,16.855394156117,30.0412464779029,SSNMDI,naive.cytotoxic
1116,10.7780531541852,22.6669436777596,SSNMDI,naive.cytotoxic
1117,26.3457095933803,33.9729287095055,SSNMDI,naive.cytotoxic
1118,2.09599889935331,23.6054712501487,SSNMDI,naive.cytotoxic
1119,2.28432056093516,26.7800812550777,SSNMDI,naive.cytotoxic
1120,28.2606699421269,33.3310841687751,SSNMDI,naive.cytotoxic
1121,-2.0372373403798,41.7949529109082,SSNMDI,naive.cytotoxic
1122,3.78744124403103,50.621536113046,SSNMDI,naive.cytotoxic
1123,25.1709465564123,23.5069698840223,SSNMDI,naive.cytotoxic
1124,4.7434158580737,40.0631131589368,SSNMDI,naive.cytotoxic
1125,3.07380052513402,23.6510210573161,SSNMDI,naive.cytotoxic
1126,25.3150710915144,29.5750133126363,SSNMDI,naive.cytotoxic
1127,20.4195571534501,38.3769502154412,SSNMDI,naive.cytotoxic
1128,11.5378208966545,27.5145415523209,SSNMDI,naive.cytotoxic
1129,8.79497819014437,36.1353463854783,SSNMDI,naive.cytotoxic
1130,3.98787469624905,35.9005968625373,SSNMDI,naive.cytotoxic
1131,12.5454816290771,25.7726703249739,SSNMDI,naive.cytotoxic
1132,-0.767839364649936,38.4151080616392,SSNMDI,naive.cytotoxic
1133,14.7377799394536,38.5965547863987,SSNMDI,naive.cytotoxic
1134,21.670587573611,33.0168331638964,SSNMDI,naive.cytotoxic
1135,2.65504631868091,26.172416678033,SSNMDI,naive.cytotoxic
1136,4.74922976459869,31.4572915823255,SSNMDI,naive.cytotoxic
1137,5.51851240877305,39.326364476612,SSNMDI,naive.cytotoxic
1138,3.69798265579418,26.113204348369,SSNMDI,naive.cytotoxic
1139,5.21888599020974,22.6008942839494,SSNMDI,naive.cytotoxic
1140,7.3421163263946,35.5389142348537,SSNMDI,naive.cytotoxic
1141,27.1681157727606,34.2940458882016,SSNMDI,naive.cytotoxic
1142,15.7340023216377,23.0823092024392,SSNMDI,naive.cytotoxic
1143,20.3426109568628,30.3082056298437,SSNMDI,naive.cytotoxic
1144,1.32077276524916,27.9607384058744,SSNMDI,naive.cytotoxic
1145,15.2989792469778,38.8860575013471,SSNMDI,naive.cytotoxic
1146,14.6390982448237,38.5588523670208,SSNMDI,naive.cytotoxic
1147,25.1867651862169,41.9142619793213,SSNMDI,naive.cytotoxic
1148,10.4262299923238,44.9058327209064,SSNMDI,naive.cytotoxic
1149,17.0872531274753,29.6784450100145,SSNMDI,naive.cytotoxic
1150,20.5027331588887,44.1267947596471,SSNMDI,naive.cytotoxic
1151,2.40991067455046,36.1460780917034,SSNMDI,naive.cytotoxic
1152,21.996696869363,46.9843252847171,SSNMDI,naive.cytotoxic
1153,13.5529073479766,30.8153423217322,SSNMDI,naive.cytotoxic
1154,3.69368455070342,50.9599893731992,SSNMDI,naive.cytotoxic
1155,23.8996671888377,35.172049740988,SSNMDI,naive.cytotoxic
1156,12.2882710120675,40.4976615882274,SSNMDI,naive.cytotoxic
1157,4.03093744219259,46.504225351198,SSNMDI,naive.cytotoxic
1158,17.5121992049254,42.7722023115896,SSNMDI,naive.cytotoxic
1159,5.81010201659304,22.1572368446547,SSNMDI,naive.cytotoxic
1160,3.10101882095434,49.8982913186879,SSNMDI,naive.cytotoxic
1161,22.644082300209,42.5273771232135,SSNMDI,naive.cytotoxic
1162,9.46388211858593,40.7906910123255,SSNMDI,naive.cytotoxic
1163,2.67387759036134,34.6080674064457,SSNMDI,naive.cytotoxic
1164,27.333023524825,34.833501822871,SSNMDI,naive.cytotoxic
1165,20.2693436099014,30.6565522818752,SSNMDI,naive.cytotoxic
1166,5.51990887411996,45.5323058181591,SSNMDI,naive.cytotoxic
1167,3.27168110157273,35.2346183051414,SSNMDI,naive.cytotoxic
1168,2.76799614232597,25.5969911435081,SSNMDI,naive.cytotoxic
1169,12.7034167758925,21.5907506276283,SSNMDI,naive.cytotoxic
1170,26.6712222868438,24.8897456132136,SSNMDI,naive.cytotoxic
1171,10.1922955751467,46.8729748076782,SSNMDI,naive.cytotoxic
1172,17.2127755372032,27.6614883860429,SSNMDI,naive.cytotoxic
1173,21.6548637691799,37.730716182542,SSNMDI,naive.cytotoxic
1174,26.2651123776095,34.4572537028036,SSNMDI,naive.cytotoxic
1175,15.6469900175945,39.6691097084968,SSNMDI,naive.cytotoxic
1176,22.3346937824124,35.8503654623229,SSNMDI,naive.cytotoxic
1177,0.304904711391801,32.5570627695735,SSNMDI,naive.cytotoxic
1178,17.8915312485674,40.26157520293,SSNMDI,naive.cytotoxic
1179,18.4879845901778,42.7493898078027,SSNMDI,naive.cytotoxic
1180,19.8964057321005,48.8610397716594,SSNMDI,naive.cytotoxic
1181,13.201566671301,32.8569621310919,SSNMDI,naive.cytotoxic
1182,13.871919332026,42.2895793128993,SSNMDI,naive.cytotoxic
1183,9.71687678658807,47.9526178817254,SSNMDI,naive.cytotoxic
1184,19.5644899276792,25.9536420304644,SSNMDI,naive.cytotoxic
1185,4.53840743977488,47.637195941655,SSNMDI,naive.cytotoxic
1186,16.1050895304626,43.8113154597498,SSNMDI,naive.cytotoxic
1187,0.913537597163293,43.6255703704504,SSNMDI,naive.cytotoxic
1188,-0.15781986787792,29.7360678371033,SSNMDI,naive.cytotoxic
1189,6.04527503740896,-15.7355481018066,SSNMDI,naive.cytotoxic
1190,8.35795076031287,-21.0607663790936,SSNMDI,naive.cytotoxic
1191,5.43726494426397,22.2480386196069,SSNMDI,naive.cytotoxic
1192,6.28236297173201,41.1235362007331,SSNMDI,naive.cytotoxic
1193,17.6215753021549,39.9320211928946,SSNMDI,naive.cytotoxic
1194,-1.49411527443274,34.555252236502,SSNMDI,naive.cytotoxic
1195,10.1514317466315,45.3910366346123,SSNMDI,naive.cytotoxic
1196,5.64275931226273,40.7272828600228,SSNMDI,naive.cytotoxic
1197,6.28467603241586,50.5498539134409,SSNMDI,naive.cytotoxic
1198,4.44913520175984,49.8879627982093,SSNMDI,naive.cytotoxic
1199,11.937760797394,33.3021792451124,SSNMDI,naive.cytotoxic
1200,3.59211582255237,28.6081519083915,SSNMDI,naive.cytotoxic
1201,9.43185404501054,47.5415251082813,SSNMDI,naive.cytotoxic
1202,12.9261127646497,31.1511108942904,SSNMDI,naive.cytotoxic
1203,20.7055335617969,44.1816606914819,SSNMDI,naive.cytotoxic
1204,5.26669888169553,30.0303104272436,SSNMDI,naive.cytotoxic
1205,17.6587059571207,21.58966577372,SSNMDI,naive.cytotoxic
1206,16.6256280143558,44.3519024568635,SSNMDI,naive.cytotoxic
1207,25.2751882891665,42.344781733045,SSNMDI,naive.cytotoxic
1208,-0.308844110765075,-18.2020703809615,SSNMDI,naive.cytotoxic
1209,18.3015263051707,45.140803455381,SSNMDI,naive.cytotoxic
1210,5.53933471321529,47.3648083373291,SSNMDI,naive.cytotoxic
1211,24.1002071196032,23.7100937133105,SSNMDI,naive.cytotoxic
1212,24.8728097908546,28.952027416522,SSNMDI,naive.cytotoxic
1213,6.79486869140777,25.0245719950909,SSNMDI,naive.cytotoxic
1214,16.1061987905522,23.2566217475071,SSNMDI,naive.cytotoxic
1215,2.69150694431403,22.416802660925,SSNMDI,naive.cytotoxic
1216,23.1374231127763,46.9047517895665,SSNMDI,naive.cytotoxic
1217,22.2801655309058,30.1752578674742,SSNMDI,naive.cytotoxic
1218,24.3571651840838,26.463512291797,SSNMDI,naive.cytotoxic
1219,7.6833986449547,29.6295033298106,SSNMDI,naive.cytotoxic
1220,19.3378390363548,45.5385294569809,SSNMDI,naive.cytotoxic
1221,15.692145038543,27.383997889994,SSNMDI,naive.cytotoxic
1222,15.8677964434176,31.3099850677304,SSNMDI,naive.cytotoxic
1223,23.4111604836539,42.5586733976834,SSNMDI,naive.cytotoxic
1224,17.8051146726101,36.1462076977251,SSNMDI,naive.cytotoxic
1225,0.675718385208169,23.2365420775044,SSNMDI,naive.cytotoxic
1226,0.190972310961738,33.5766294462294,SSNMDI,naive.cytotoxic
1227,23.1471787406655,47.3260582799707,SSNMDI,naive.cytotoxic
1228,11.3848856251054,28.605533550092,SSNMDI,naive.cytotoxic
1229,-2.08334579989558,46.9659373981475,SSNMDI,naive.cytotoxic
1230,26.3050599491667,32.9421191859148,SSNMDI,naive.cytotoxic
1231,-0.293748036362919,48.173119183912,SSNMDI,naive.cytotoxic
1232,13.0172313969987,21.5343135068519,SSNMDI,naive.cytotoxic
1233,2.54396805559134,34.0010835827576,SSNMDI,naive.cytotoxic
1234,17.1893957430292,22.9516608877086,SSNMDI,naive.cytotoxic
1235,21.3922034734916,46.9428200557765,SSNMDI,naive.cytotoxic
1236,16.6915426410928,22.9589845146828,SSNMDI,naive.cytotoxic
1237,10.4220297330386,42.1767447986157,SSNMDI,naive.cytotoxic
1238,2.69702264018343,22.6316832493164,SSNMDI,naive.cytotoxic
1239,-0.863513556957115,48.7898242069374,SSNMDI,naive.cytotoxic
1240,11.6490230316912,25.9695508497659,SSNMDI,naive.cytotoxic
1241,18.9836165870597,49.2297940319731,SSNMDI,naive.cytotoxic
1242,27.109422115584,25.2800894195104,SSNMDI,naive.cytotoxic
1243,20.0352778527996,44.6580202362535,SSNMDI,naive.cytotoxic
1244,9.97262377602153,24.8572944189638,SSNMDI,naive.cytotoxic
1245,19.0724934307887,25.128310278135,SSNMDI,naive.cytotoxic
1246,17.8168738368713,42.4683194018603,SSNMDI,naive.cytotoxic
1247,-2.1324978173811,41.7504294012066,SSNMDI,naive.cytotoxic
1248,10.953255616281,44.0439393350355,SSNMDI,naive.cytotoxic
1249,21.5505488763569,30.6082158088276,SSNMDI,naive.cytotoxic
1250,-2.36624791187619,47.3758244104088,SSNMDI,naive.cytotoxic
1251,7.4006346959463,38.1577038066709,SSNMDI,naive.cytotoxic
1252,-0.856605333637703,46.6705871590635,SSNMDI,naive.cytotoxic
1253,7.76812873226445,25.4484624974305,SSNMDI,naive.cytotoxic
1254,24.261652674775,27.562648647778,SSNMDI,naive.cytotoxic
1255,3.36073660805688,46.041174233852,SSNMDI,naive.cytotoxic
1256,7.93144503335954,40.0015106253976,SSNMDI,naive.cytotoxic
1257,16.1189057604656,32.0497751799376,SSNMDI,naive.cytotoxic
1258,17.5842507895163,26.3685484625363,SSNMDI,naive.cytotoxic
1259,22.3150903493575,46.3876124014754,SSNMDI,naive.cytotoxic
1260,3.78726531076376,50.9736816211167,SSNMDI,naive.cytotoxic
1261,19.6600551847781,49.2900346567441,SSNMDI,naive.cytotoxic
1262,24.8963723427524,34.9369597775752,SSNMDI,naive.cytotoxic
1263,0.33342469299977,34.885317757452,SSNMDI,naive.cytotoxic
1264,11.0965276343186,21.4664010336187,SSNMDI,naive.cytotoxic
1265,2.58513062926175,33.2978265978527,SSNMDI,naive.cytotoxic
1266,24.9935961530717,31.3624347643109,SSNMDI,naive.cytotoxic
1267,0.242423051386997,31.7555338771925,SSNMDI,naive.cytotoxic
1268,20.5025014409818,45.4577696854065,SSNMDI,naive.cytotoxic
1269,6.27013482803541,41.1478375465415,SSNMDI,naive.cytotoxic
1270,25.2717061203328,31.7987788345256,SSNMDI,naive.cytotoxic
1271,10.6740096589554,22.8160623061155,SSNMDI,naive.cytotoxic
1272,14.9242114305855,28.443514822021,SSNMDI,naive.cytotoxic
1273,5.30712978103935,29.4459399486203,SSNMDI,naive.cytotoxic
1274,10.4716009607936,41.6994861717884,SSNMDI,naive.cytotoxic
1275,14.7972303608092,36.2102282050834,SSNMDI,naive.cytotoxic
1276,10.2744195325743,44.6096334248381,SSNMDI,naive.cytotoxic
1277,2.86704076249538,46.5664475793745,SSNMDI,naive.cytotoxic
1278,19.3714376983902,49.4444884984276,SSNMDI,naive.cytotoxic
1279,11.3211275828896,31.9851425610837,SSNMDI,naive.cytotoxic
1280,17.0774541846296,28.1180111942242,SSNMDI,naive.cytotoxic
1281,0.100649893285246,35.2251364353772,SSNMDI,naive.cytotoxic
1282,2.26026648610805,45.8896851504392,SSNMDI,naive.cytotoxic
1283,15.8405667544374,42.808780769756,SSNMDI,naive.cytotoxic
1284,3.6490032484225,28.3618508611892,SSNMDI,naive.cytotoxic
1285,18.3740372717865,27.3330521887092,SSNMDI,naive.cytotoxic
1286,26.4659904274235,24.7966244598456,SSNMDI,naive.cytotoxic
1287,-1.21937907649485,36.083603464279,SSNMDI,naive.cytotoxic
1288,10.1084957308717,43.6374548765731,SSNMDI,naive.cytotoxic
1289,9.65880365251955,40.8351449858844,SSNMDI,naive.cytotoxic
1290,17.1404342247313,27.8445991226459,SSNMDI,naive.cytotoxic
1291,0.681510256549637,37.2801930218172,SSNMDI,naive.cytotoxic
1292,9.77995665804986,47.4901843566953,SSNMDI,naive.cytotoxic
1293,3.24513529037152,45.9615328433474,SSNMDI,naive.cytotoxic
1294,4.7138203645275,29.7232419087601,SSNMDI,naive.cytotoxic
1295,24.5243431197516,42.0028942012669,SSNMDI,naive.cytotoxic
1296,0.423267813185248,27.3477321894472,SSNMDI,naive.cytotoxic
1297,23.2291406695112,47.3142919420911,SSNMDI,naive.cytotoxic
1298,5.49228360315472,39.1833954265279,SSNMDI,naive.cytotoxic
1299,18.1912212264081,40.7517315118788,SSNMDI,naive.cytotoxic
1300,5.32739001297106,26.0206082675176,SSNMDI,naive.cytotoxic
1301,19.1797257901327,23.1862997802496,SSNMDI,naive.cytotoxic
1302,7.60220070563137,38.208397336254,SSNMDI,naive.cytotoxic
1303,10.4717333735919,32.9312679177636,SSNMDI,naive.cytotoxic
1304,11.6462896284434,22.0185650599604,SSNMDI,naive.cytotoxic
1305,3.45779550985408,49.6359994857024,SSNMDI,naive.cytotoxic
1306,-1.15444150330074,48.2465758825561,SSNMDI,naive.cytotoxic
1307,17.7451882198046,40.7165422570569,SSNMDI,naive.cytotoxic
1308,26.788582321106,33.1516260378321,SSNMDI,naive.cytotoxic
1309,6.01092992584165,22.0471608403767,SSNMDI,naive.cytotoxic
1310,6.38919618900064,50.9746675815466,SSNMDI,naive.cytotoxic
1311,10.8366302776731,23.0695227446248,SSNMDI,naive.cytotoxic
1312,13.2866819911236,39.9606698411761,SSNMDI,naive.cytotoxic
1313,2.93228040956096,38.2700703072621,SSNMDI,naive.cytotoxic
1314,5.29428664239809,33.4712406295702,SSNMDI,naive.cytotoxic
1315,-2.23219085649186,48.4593912331503,SSNMDI,naive.cytotoxic
1316,1.47033131221103,27.4350543286811,SSNMDI,naive.cytotoxic
1317,21.8839292697825,33.6149083367394,SSNMDI,naive.cytotoxic
1318,17.3559087738677,24.0297389749381,SSNMDI,naive.cytotoxic
1319,21.5746084508586,32.3265667716966,SSNMDI,naive.cytotoxic
1320,10.4598284091508,27.8543341185331,SSNMDI,naive.cytotoxic
1321,16.6805643204461,24.7309289347499,SSNMDI,naive.cytotoxic
1322,4.32847608080861,39.0256460955545,SSNMDI,naive.cytotoxic
1323,22.4339562344408,24.3493838520911,SSNMDI,naive.cytotoxic
1324,26.7967691434023,34.3626470881268,SSNMDI,naive.cytotoxic
1325,20.5396449992761,47.7326414061034,SSNMDI,naive.cytotoxic
1326,2.99944321039717,51.6653674838152,SSNMDI,naive.cytotoxic
1327,-0.797361263429656,34.4318629258648,SSNMDI,naive.cytotoxic
1328,13.8905331427198,38.5332075651653,SSNMDI,naive.cytotoxic
1329,27.0028593974137,28.6415007833451,SSNMDI,naive.cytotoxic
1330,25.1910686268007,29.5883792719429,SSNMDI,naive.cytotoxic
1331,4.8166592028711,27.5272641042525,SSNMDI,naive.cytotoxic
1332,15.1397138493197,31.3846511511487,SSNMDI,naive.cytotoxic
1333,7.70372068483806,50.0266004514714,SSNMDI,naive.cytotoxic
1334,13.3448445409072,30.1784524597916,SSNMDI,naive.cytotoxic
1335,0.0639510067642188,34.4266502581186,SSNMDI,naive.cytotoxic
1336,-2.41710333530091,42.3267631225729,SSNMDI,naive.cytotoxic
1337,22.9327112485928,35.3707583495516,SSNMDI,naive.cytotoxic
1338,10.0447356938065,47.6392546974354,SSNMDI,naive.cytotoxic
1339,26.0230642678606,29.5386800157842,SSNMDI,naive.cytotoxic
1340,24.4514241543718,29.7991097232204,SSNMDI,naive.cytotoxic
1341,17.8206632340949,30.6751299081294,SSNMDI,naive.cytotoxic
1342,19.7621692599139,47.7792414293866,SSNMDI,naive.cytotoxic
1343,6.83328708225676,45.3326643026653,SSNMDI,naive.cytotoxic
1344,2.62554209321932,49.1687066606776,SSNMDI,naive.cytotoxic
1345,6.8392522789562,21.5367882869387,SSNMDI,naive.cytotoxic
1346,2.24408002581003,27.6110488518999,SSNMDI,naive.cytotoxic
1347,16.4178678918999,31.7281096883963,SSNMDI,naive.cytotoxic
1348,9.34013928937316,22.2430139505867,SSNMDI,naive.cytotoxic
1349,3.32901845413578,25.7039635803192,SSNMDI,naive.cytotoxic
1350,22.5702593483911,37.8914383719248,SSNMDI,naive.cytotoxic
1351,2.31213813848008,33.9553040627332,SSNMDI,naive.cytotoxic
1352,21.8449865791922,28.5656289974166,SSNMDI,naive.cytotoxic
1353,20.7364812814485,41.7084262731163,SSNMDI,naive.cytotoxic
1354,1.21279602882714,28.5115160512664,SSNMDI,naive.cytotoxic
1355,6.38609111327374,-15.6832055914647,SSNMDI,naive.cytotoxic
1356,17.7301566694738,42.2465981880299,SSNMDI,naive.cytotoxic
1357,21.9940719222703,38.1648802461545,SSNMDI,naive.cytotoxic
1358,18.862800687701,43.5030154265577,SSNMDI,naive.cytotoxic
1359,-0.890961171653625,39.6970325541812,SSNMDI,naive.cytotoxic
1360,4.87545953760662,31.4084769878889,SSNMDI,naive.cytotoxic
1361,5.94698191964843,37.0945160865676,SSNMDI,naive.cytotoxic
1362,5.61097451623811,30.5607351171536,SSNMDI,naive.cytotoxic
1363,3.58121408151744,27.1412995345472,SSNMDI,naive.cytotoxic
1364,-0.939940911457345,49.3035043074335,SSNMDI,naive.cytotoxic
1365,17.9112414477582,31.2159701419529,SSNMDI,naive.cytotoxic
1366,2.54570323223248,23.6377786701375,SSNMDI,naive.cytotoxic
1367,17.2771649635962,24.5418261396231,SSNMDI,naive.cytotoxic
1368,26.5136846646623,29.2288505402057,SSNMDI,naive.cytotoxic
1369,17.5041334465637,42.1641208677942,SSNMDI,naive.cytotoxic
1370,3.49535793920215,26.3230099077392,SSNMDI,naive.cytotoxic
1371,10.0203295797847,46.6355381868528,SSNMDI,naive.cytotoxic
1372,11.2594120983731,22.903401401895,SSNMDI,naive.cytotoxic
1373,12.6998553585584,40.2684977396522,SSNMDI,naive.cytotoxic
1374,19.6791014693789,43.7305765416724,SSNMDI,naive.cytotoxic
1375,24.771086992422,23.4687869209649,SSNMDI,naive.cytotoxic
1376,2.68903152580682,37.6357891840959,SSNMDI,naive.cytotoxic
1377,18.8155476637075,39.9240104016269,SSNMDI,naive.cytotoxic
1378,9.64274801755248,22.2701514188323,SSNMDI,naive.cytotoxic
1379,4.55483889960794,40.2461006613831,SSNMDI,naive.cytotoxic
1380,1.6780794663996,38.9055066659884,SSNMDI,naive.cytotoxic
1381,-0.466903896477981,48.075858464125,SSNMDI,naive.cytotoxic
1382,21.6052016520341,31.4390112360181,SSNMDI,naive.cytotoxic
1383,0.799941102651684,43.606063716176,SSNMDI,naive.cytotoxic
1384,24.2191814741388,42.2592574347076,SSNMDI,naive.cytotoxic
1385,0.104883094766558,32.0086924553122,SSNMDI,naive.cytotoxic
1386,-1.70015497802307,38.2594601164676,SSNMDI,naive.cytotoxic
1387,4.66992188814456,28.0163641376016,SSNMDI,naive.cytotoxic
1388,21.0971932115838,46.0070381302481,SSNMDI,naive.cytotoxic
1389,28.124949591638,32.9871342070735,SSNMDI,naive.cytotoxic
1390,0.794168125771381,30.6409521751691,SSNMDI,naive.cytotoxic
1391,-1.02897185053667,30.0631799566846,SSNMDI,naive.cytotoxic
1392,26.8241097941111,28.9440432973367,SSNMDI,naive.cytotoxic
1393,3.34495424177078,27.9623700518426,SSNMDI,naive.cytotoxic
1394,17.897753764235,24.0115690398132,SSNMDI,naive.cytotoxic
1395,21.0619744317201,47.5012448628651,SSNMDI,naive.cytotoxic
1396,7.14730768581045,38.296201016986,SSNMDI,naive.cytotoxic
1397,0.369138888809134,29.5987530216152,SSNMDI,naive.cytotoxic
1398,6.67636487536521,48.8142050639945,SSNMDI,naive.cytotoxic
1399,2.03779192977753,37.003413857917,SSNMDI,naive.cytotoxic
1400,21.2601549764981,30.1636811263037,SSNMDI,naive.cytotoxic
1401,6.25733538218917,21.9602749286957,SSNMDI,naive.cytotoxic
1402,-0.0371181904599567,34.6260795621182,SSNMDI,naive.cytotoxic
1403,26.3247838358054,34.2583752258874,SSNMDI,naive.cytotoxic
1404,17.2434833285704,38.1769288557709,SSNMDI,naive.cytotoxic
1405,13.1187847830007,22.3471022600907,SSNMDI,naive.cytotoxic
1406,23.1029515310338,38.2555315317574,SSNMDI,naive.cytotoxic
1407,26.4702500989201,25.158101446475,SSNMDI,naive.cytotoxic
1408,16.7116171561332,22.0101657777566,SSNMDI,naive.cytotoxic
1409,18.6988767594029,21.9491387346975,SSNMDI,naive.cytotoxic
1410,1.28078269692011,42.8202765907726,SSNMDI,naive.cytotoxic
1411,9.54193171979682,27.1085588585565,SSNMDI,naive.cytotoxic
1412,8.35172732088653,35.8715542153101,SSNMDI,naive.cytotoxic
1413,17.4119130036461,24.681240818969,SSNMDI,naive.cytotoxic
1414,20.8110554252882,46.4444039552613,SSNMDI,naive.cytotoxic
1415,0.660690343000197,49.4490514158972,SSNMDI,naive.cytotoxic
1416,12.3790643724324,36.1347762735756,SSNMDI,naive.cytotoxic
1417,11.0035377374241,42.4881112810646,SSNMDI,naive.cytotoxic
1418,25.7877204714164,30.6781117056945,SSNMDI,naive.cytotoxic
1419,0.213637183319163,49.2512478957303,SSNMDI,naive.cytotoxic
1420,26.0946844623313,31.0027722912237,SSNMDI,naive.cytotoxic
1421,5.32633664285057,39.6266962213654,SSNMDI,naive.cytotoxic
1422,4.5226425006152,50.347962236704,SSNMDI,naive.cytotoxic
1423,10.3176386942296,30.162725354121,SSNMDI,naive.cytotoxic
1424,8.88389744986556,36.0698141788531,SSNMDI,naive.cytotoxic
1425,26.2211048478588,28.8543568246055,SSNMDI,naive.cytotoxic
1426,12.0453250503786,31.1859634942158,SSNMDI,naive.cytotoxic
1427,6.8263622145384,30.6322171177551,SSNMDI,naive.cytotoxic
1428,2.12083063310782,46.8474063252493,SSNMDI,naive.cytotoxic
1429,-1.58327183917517,32.6171824714248,SSNMDI,naive.cytotoxic
1430,18.2864037738992,41.4617887065436,SSNMDI,naive.cytotoxic
1431,24.7799189947482,29.7363098300658,SSNMDI,naive.cytotoxic
1432,-2.3797745978805,39.4892236334964,SSNMDI,naive.cytotoxic
1433,26.3979809940163,33.9381487585625,SSNMDI,naive.cytotoxic
1434,13.2354473349608,33.0574752037545,SSNMDI,naive.cytotoxic
1435,11.5318564263012,23.4650891053182,SSNMDI,naive.cytotoxic
1436,-0.692809315120447,30.4228613516597,SSNMDI,naive.cytotoxic
1437,0.0823092444514356,48.6622136767571,SSNMDI,naive.cytotoxic
1438,3.35836426078588,38.4086131649367,SSNMDI,naive.cytotoxic
1439,3.79439271677697,47.4974762917682,SSNMDI,naive.cytotoxic
1440,17.6066740343184,31.2537971840682,SSNMDI,naive.cytotoxic
1441,22.5734138905641,47.0326511023151,SSNMDI,naive.cytotoxic
1442,20.8322900550501,26.7341795909546,SSNMDI,naive.cytotoxic
1443,5.68164544631296,47.4190334617223,SSNMDI,naive.cytotoxic
1444,16.8641689576546,27.5270683376711,SSNMDI,naive.cytotoxic
1445,19.9106922146972,43.950809746703,SSNMDI,naive.cytotoxic
1446,19.515335516976,27.1852476934694,SSNMDI,naive.cytotoxic
1447,5.40490118853743,30.7182262208671,SSNMDI,naive.cytotoxic
1448,7.30942882380467,49.5312300719802,SSNMDI,naive.cytotoxic
1449,13.8056207558209,36.2297854413366,SSNMDI,naive.cytotoxic
1450,21.5083019956255,35.9345896498189,SSNMDI,naive.cytotoxic
1451,-0.0457333718237852,48.0736781160308,SSNMDI,naive.cytotoxic
1452,1.67838214155861,51.4840034684053,SSNMDI,naive.cytotoxic
1453,6.48472093931616,30.8613347642195,SSNMDI,naive.cytotoxic
1454,5.29224745712096,21.689342097939,SSNMDI,naive.cytotoxic
1455,-0.837675571676522,49.018344592826,SSNMDI,naive.cytotoxic
1456,-0.209928178875897,35.4605453956414,SSNMDI,naive.cytotoxic
1457,5.27284618265759,40.7329408998797,SSNMDI,naive.cytotoxic
1458,11.4160134284148,23.1381035322235,SSNMDI,naive.cytotoxic
1459,25.5709650713949,33.7803181233898,SSNMDI,naive.cytotoxic
1460,14.7328451154644,36.2177711082379,SSNMDI,naive.cytotoxic
1461,24.342698785882,35.9849044423273,SSNMDI,naive.cytotoxic
1462,10.8647697761364,28.2699713149563,SSNMDI,naive.cytotoxic
1463,23.6305919122841,42.2626985702076,SSNMDI,naive.cytotoxic
1464,9.42367854072986,21.8122446119138,SSNMDI,naive.cytotoxic
1465,20.7987269200271,45.655005696152,SSNMDI,naive.cytotoxic
1466,2.10194394178483,26.2939605586637,SSNMDI,naive.cytotoxic
1467,1.49813541604526,48.1022223732953,SSNMDI,naive.cytotoxic
1468,14.8743980737424,23.6715675382613,SSNMDI,naive.cytotoxic
1469,1.81000064013343,23.6781386923462,SSNMDI,naive.cytotoxic
1470,20.6793149488141,49.4049107556084,SSNMDI,naive.cytotoxic
1471,13.0479253451611,31.93802217137,SSNMDI,naive.cytotoxic
1472,7.54242178362325,49.8904128176682,SSNMDI,naive.cytotoxic
1473,1.03603900875364,43.7696434579086,SSNMDI,naive.cytotoxic
1474,24.0652348451074,24.1819832307851,SSNMDI,naive.cytotoxic
1475,4.99721374710423,46.5208535126445,SSNMDI,naive.cytotoxic
1476,9.25879195984093,36.5659586522731,SSNMDI,naive.cytotoxic
1477,17.8691365486712,31.2172000684444,SSNMDI,naive.cytotoxic
1478,1.56912205885998,41.8103137668276,SSNMDI,naive.cytotoxic
1479,21.3976623836981,32.3987196321748,SSNMDI,naive.cytotoxic
1480,5.78135322178363,28.316774201834,SSNMDI,naive.cytotoxic
1481,28.055219784576,33.607722228961,SSNMDI,naive.cytotoxic
1482,11.4337182026712,27.9075551645352,SSNMDI,naive.cytotoxic
1483,0.436943233736016,50.2179224093162,SSNMDI,naive.cytotoxic
